platform,komentar,timestamp,sentimen,komentar_bersih
twitter,"""Kalo emang lalai ya sudah""

Cara pikir lo gimana sih? Kok ya sudah sihh... Di tindak dong. Siapa yg di tindak? Guru nya, pemangku jabatannya, penanggung jawabnya. Muridnya? Mereka sudah menyelesaikan administrasi, menunaikan kewajibannya",2025-02-07T07:35:28.000Z,positif,kalo emang lalai ya pikir lo gimana sih ya sihh tindak yg tindak guru nya mang jabat tanggung murid selesai administrasi tunai wajib
twitter,depok seabsurd itu kah? guru sampai lalai proses SNBP para siswa? ck ck ck,2025-02-07T07:23:23.000Z,positif,depok absurd kah guru lalai proses snbp siswa ck ck ck
twitter,"Bermanfaat, memotivasi murid tapi kabarnya ada juga guru yang lalai sehingga muridnya tak bisa ikut SNBP",2025-02-07T06:34:08.000Z,positif,manfaat motivasi murid kabar guru lalai murid snbp
twitter,"gini amat guru sekarang, guru yg lalai guru juga yg marah",2025-02-07T06:28:59.000Z,positif,gin guru guru yg lalai guru yg marah
twitter,guru kenapa banyak yang lalai ya sekarang? terutama perihal pendaftaran snbp yang telat dan berujung fatal kena di siswa siswi sekolah.,2025-02-07T03:57:33.000Z,positif,guru lalai ya perihal daftar snbp telat ujung fatal kena siswa siswi sekolah
twitter,"Guru"" sekolah negeri dari SMK dan SMA pada kenapa sih bisa sampai lalai daftarin siswanya biar bisa ikut snbp,itu kalian selama ini kerjanya ngapain anjayy ",2025-02-07T02:34:09.000Z,positif,guru sekolah negeri smk sma sih lalai daftarin siswa biar snbpitu kerja ngapain anjayy
twitter,"banyak anak yg mati matian ngejer nilai dari semester 1 sampe 5 biar masuk eligible karena bersaingnya itu 1 angkatan. ini malah ga bisa ikut gara gara guru lalai. emg bener snbp blm tentu diterima, tapi sekarang kemungkinan blm tentu itu jadi ga mungkin diterima",2025-02-07T01:46:56.000Z,positif,anak yg mati mati ngejer nilai semester sampe biar masuk eligible saing angkat ga gara gara guru lalai emg bener snbp blm terima blm ga terima
twitter,"Belum tentu diterima kalau ikut SNBP. Bahkan kamu bisa langsung kerja sendiri setelah SMA yaitu jualan pulsa, dll. Intinya jgn jagain guru yang lalai, tapi berencanalah untuk masa depan sendiri, kedepannya kamu bagaimana, mau jadi apa, yuk semangat yuk!!",2025-02-07T00:00:47.000Z,negatif,terima snbp langsung kerja sma jual pulsa dll inti jgn jagain guru lalai rencana depan yuk semangat yuk
twitter,"Terus 4-5 sekolah lain yg gagal apakah gurunya ngonten? 

Lalai kok di banyak sekolah terjadi. 

Administrasi bukan guru biasanya, tapi TU. 

Guru udah sibuk buat Silabus atau RPP, sertifikasi dll.. Siapa yg bikin sibuk, Dinas Pendidikan.",2025-02-06T23:49:50.000Z,positif,sekolah yg gagal guru ngonten lalai sekolah administrasi guru tu guru udah sibuk silabus rpp sertifikasi dll yg bikin sibuk dinas didik
twitter,"Yes, dan juga bukan guru, administrasi biasanya TU. Salah alamat nantinya.. lagian lalai bisa di banyak sekolah, lalai apa sistemnya jelek",2025-02-06T23:41:13.000Z,positif,yes guru administrasi tu salah alamat lalai sekolah lalai sistem jelek
twitter,Minimal tuh wakasek di pecat dan semua guru disitu dimutasi dan di cabut tunjangannya selama 1 tahun karena pada lalai semua,2025-02-06T23:31:29.000Z,positif,minimal tuh wakasek pecat guru situ mutasi cabut tunjang lalai
twitter,"Sy paham maksudmu soal kepeduliaan ke siswa, tp klo misalkan dilaksanakan seleksi ulang bukan tidak mungkin tahun2 depan ada kejadian spti ini lagi,guru lalai, trus minta pertimbangan ke pusat, seleksi lagi atau perpanjangan waktu lagi gitu aja trus.",2025-02-06T22:32:41.000Z,positif,sy paham maksud kepeduliaan siswa tp klo laksana seleksi ulang jadi spti lagiguru lalai trus timbang pusat seleksi panjang gitu aja trus
twitter,Sebagai guru maka saya mengundurkan diri karena lalai dan tidak capable dalam menangani hal tersebut alias gaptek,2025-02-06T22:19:11.000Z,positif,guru undur lalai capable tangan alias gaptek
twitter,Guru bodoh dan lalai.. parah nih guru..,2025-02-06T21:57:09.000Z,positif,guru bodoh lalai parah nih guru
twitter,"Yang lalai seorang, yang tanggung jawab sekolahnya.
Beban emang.
Harusnya si guru menanggung sebagian dari biaya ganti rugi, itu baru tanggung jawab dia.",2025-02-06T21:26:23.000Z,positif,lalai tanggung sekolah beban emang si guru tanggung biaya ganti rugi tanggung
twitter,"Trending Tweet Di Malam Jumat Bahlil Vs Bahlul Keduanya Sama Sama Membagongkan,How Come Krn Guru Lalai Berakibat Bnyk Murid SMA Yg GAGAL SNBP Pdhl Bagi Mrk Adalah Golden Ticket &BANGGA Jika Bisa Masuk Univ Favorite Mrk. Tidak Cukup Ganti Rugi Materi Krn WAKTU&USIA TAK DPT MUNDUR",2025-02-06T17:47:32.000Z,positif,trending tweet malam jumat bahlil vs bahlul membagongkanhow come krn guru lalai akibat bnyk murid sma yg gagal snbp pdhl mrk golden ticket bangga masuk univ favorite mrk ganti rugi materi krn waktuusia dpt mundur
twitter,Guru lalai dg tugasnya.,2025-02-06T15:31:44.000Z,positif,guru lalai dg tugas
twitter,"Untuk masuk kuliah sudah susah ditambah LG guru2 yg lalai, hancur masa depan anak2 bangsa gara2 guru... Ada apa dengan sistem pendidikan kita?",2025-02-06T15:21:07.000Z,positif,masuk kuliah susah tambah lg guru yg lalai hancur anak bangsa gara guru sistem didik
twitter,"Zaman sy dulu namanya jalur undangan, waktu itu ada oknum guru yg lalai input data beberapa siswa (termasuk saya) yg masuk rekomendasi krn terlalu sibuk dgn urusan pribadinya. Sampai sekarang masih sakit hati kalau diingat2.",2025-02-06T14:57:50.000Z,positif,zaman sy nama jalur undang oknum guru yg lalai input data siswa yg masuk rekomendasi krn sibuk dgn urus pribadi sakit hati
twitter,Tlg guru yg lalai kebanyakan tiktokan itu jg dipecat donk! Uda merugikan siswa banget tuuhh ,2025-02-06T13:09:26.000Z,positif,tlg guru yg lalai banyak tiktokan jg pecat donk uda rugi siswa banget tuuhh
twitter,"Sebaiknya guru yg lalai dan tidak mampu memperbaiki kelalaiannya, sesegera mungkin dibawa ke psikolog/psikiater. Panggil petugas utk membawa jaket kusus, untuk mencegah dia berontak",2025-02-06T13:00:23.000Z,netral,guru yg lalai baik lalai bawa psikologpsikiater panggil tugas utk bawa jaket sus cegah berontak
twitter,Kok bsa dr sekian banyak guru g ada yg punya rasa tanggung jawab yg besar dan bsa lalai bgni,2025-02-06T12:42:05.000Z,positif,bsa dr sekian guru g yg tanggung yg bsa lalai bgni
twitter,"fyi, mereka tuh baru ganti waka dan ibu yg diangkat jadi waka ini sebenrnya guru baru disitu juga (ga tau udh brp lama, tapi w lulus 4 thn yg lalu ibunya blm ngajar disitu soalnya).. dan kemungkinan besar emg krn masih newbie ngehandle urusan ginian jadinya lalai",2025-02-06T10:25:26.000Z,positif,fyi tuh ganti waka yg angkat waka sebenrnya guru situ ga tau udh brp w lulus thn yg ibu blm ngajar situ emg krn newbie ngehandle urus ginian lalai
twitter,"guru pada lalai ngerjain tugasnya sampe ngorbanin masa depan muridnya karena tiktok-an (telat input PDSS), gurunya pada tiktok-an juga karena ngebet jadi content creator untuk cari penghasilan tambahan. nyari penghasilan tambahan karena gaji mereka juga pada kecil y gtdh",2025-02-06T10:16:36.000Z,positif,guru lalai ngerjain tugas sampe ngorbanin murid tiktokan telat input pdss guru tiktokan ngebet content creator cari hasil tambah nyari hasil tambah gaji y gtdh
twitter,Kalo guru yg lalai hingga murid muridnya gagal ikut ujian PTN bisa dipecat gak ya?,2025-02-06T10:14:35.000Z,positif,kalo guru yg lalai murid murid gagal uji ptn pecat gak ya
twitter,"Enak banget cuma minta maaf. Murid2 sudah hancur masa depannya satu angkatan. Pecat guru yg lalai menjalankan tugas.
@prabowo",2025-02-06T10:10:09.000Z,positif,enak banget maaf murid hancur depan angkat pecat guru yg lalai jalan tugas prabowo
twitter,"Mau tau ngga?? Di sekolah adekku juga gini, guru bk yg lalai, murid kena imbas,, giliran ditanya di grup diam, pas siswa udah kecewa berat dan terlalu vocal malah dipanggil sampe diancam"".. menuju INDONESIA cEMAS.. INDAHNYA NEGRIKU",2025-02-06T10:01:48.000Z,positif,tau ngga sekolah adekku gin guru bk yg lalai murid kena imbas gilir grup diam pas siswa udah kecewa berat vocal panggil sampe ancam indonesia cemas indah negriku
twitter,"Yaudah sih? Yg terjadi sama elu ga menutup fakta kl guru bk gw dlu emg repot ngurus pdss. Ga nutup kemungkinan jg ada sekolah lain yg ngalamin hal sama. Dan gw samsek ga bela tu sekolah lalai, sorry bgt. Btw gw tau kok snbp dah ada dari dulu dgn nama berbeda, santai aja",2025-02-06T09:57:33.000Z,positif,yaudah sih yg elu ga tutup fakta kl guru bk gw dlu emg repot ngurus pdss ga nutup jg sekolah yg ngalamin gw samsek ga bela tu sekolah lalai sorry bgt btw gw tau snbp dah dgn nama beda santai aja
twitter,"guru gaya2 di tiktok dan nggak relate sama profesinya, tapi nggak kerja & menelantarkan nasib muridnya. udah waktunya para wali murid proses hukum aja, biar jera dan jadi pelajaran buat guru2 lalai yg  lain ....",2025-02-06T09:40:13.000Z,positif,guru gaya tiktok nggak relate profesi nggak kerja telantar nasib murid udah wali murid proses hukum aja biar jera ajar guru lalai yg
twitter,"Sekarang harusnya sudah menjadi hal wajar mempertanyakan kepada guru seperti ""gurunya main tiktok gak ya?"" saat mencarikan sekolah anak TK supaya tidak lalai ya.",2025-02-06T09:15:26.000Z,positif,wajar guru guru main tiktok gak ya cari sekolah anak tk lalai ya
twitter,"Siswa-siswa SMK Negeri 10 Medan menggelar aksi protes terhadap guru-guru mereka yang lalai menginput data mereka ke Pangkalan Data Sekolah dan Siswa (PDSS).

Soalnya, kelalaian guru itu membuat mereka tidak bisa mendaftar kuliah lewat jalur tanpa tes",2025-02-06T07:33:19.000Z,positif,siswasiswa smk negeri medan gelar aksi protes guruguru lalai menginput data pangkal data sekolah siswa pdss lalai guru daftar kuliah jalur tes
twitter,"Menurutku bukan perkara ngonten ya, karena banyak kok guru ngonten bagus, TAPI TIDAK LALAI ",2025-02-06T07:09:06.000Z,negatif,turut perkara ngonten ya guru ngonten bagus lalai
twitter,"Guru bermedsos gapapa sih asal positif. Kaya Mas 
@AbingSantosoo
 guru tari di Surabaya itu, misalnya.
Kalau yang ga jelas sampai lalai ngurusi proses SNBP muridnya kok ta bangeten.",2025-02-06T06:26:02.000Z,positif,guru bermedsos gapapa sih positif kaya mas abingsantosoo guru tari surabaya ga lalai ngurusi proses snbp murid ta bangeten
twitter,Potret gagalnya pendidikan. Ini ibu2 mikirin apa sih? Kurang kasih sayang kali ya?  Masa hal2 kecil tugas jd guru aja lalai. Yaelahhh,2025-02-06T06:20:10.000Z,positif,potret gagal didik mikirin sih kasih sayang kali ya tugas jd guru aja lalai yaelahhh
twitter,"Sekolah gw dlu juga cuma 1, skrng gw juga guru. Jadi gada alasan, lalai ya lalai aja",2025-02-06T06:17:03.000Z,positif,sekolah gw dlu skrng gw guru gada alas lalai ya lalai aja
twitter,Itu guru lalai input data siswa uda 2 skolah ya?,2025-02-06T06:00:19.000Z,netral,guru lalai input data siswa uda skolah ya
twitter,"Menn, percayalah, guru yg udah pns itu sejahtera bgt, dapet sertifikasi, dapet thr juga. Kalo ngomongin guru honorer memang gak sejahtera. Konteksnya di sekolah ini kan yg lalai si wakasek yg gak input data tepat waktu. Ya dipikir aja, wakasek gak mungkin kan honorer",2025-02-06T05:55:14.000Z,positif,menn percaya guru yg udah pns sejahtera bgt dapet sertifikasi dapet thr kalo ngomongin guru honorer gak sejahtera konteks sekolah yg lalai si wakasek yg gak input data ya pikir aja wakasek gak honorer
twitter,"Diduga Karena Sibuk Ngonten, Oknum Guru SMA Negeri 1 Mempawah Lalai Tak Input Data 115 Siswa Ke PPDS Hingga Ratusan Siswa Tersebut Gagal Ikuti SNBP 2025. #SMA #snbp #snbp2025 #mempawah #mempawah_kalbar #oknum #oknumguru #sman1mempawah",2025-02-06T05:36:32.000Z,netral,duga sibuk ngonten oknum guru sma negeri mempawah lalai input data siswa ppds ratus siswa gagal ikut snbp sma snbp snbp mempawah mempawahkalbar oknum oknumguru smanmempawah
twitter,"Diduga Karena Sibuk Ngonten, Oknum Guru SMA Negeri 1 Mempawah Lalai Tak Input Data 115 Siswa Ke PPDS Hingga Ratusan Siswa Tersebut Gagal Ikuti SNBP 2025. #SMA #snbp #snbp2025 #mempawah #mempawah_kalbar #oknum #oknumguru #sman1mempawah",2025-02-06T05:35:17.000Z,netral,duga sibuk ngonten oknum guru sma negeri mempawah lalai input data siswa ppds ratus siswa gagal ikut snbp sma snbp snbp mempawah mempawahkalbar oknum oknumguru smanmempawah
twitter,gila banget sih kasus guru yang lalai input data ,2025-02-06T02:54:17.000Z,positif,gila banget sih guru lalai input data
twitter,"Iya sih pasti klo rapat guru dan tenaga kependidikan lancar, ga bakal ada yang lalai. Lagian kan itu pola berulang, masa ga mikirin siklus itu?",2025-02-06T02:24:59.000Z,positif,iya sih klo rapat guru tenaga didik lancar ga lalai pola ulang ga mikirin siklus
twitter,"Ratusan siswa SMAN 4 Karawang demo pada Selasa (4/2), kecewa karena guru dianggap lalai mendaftarkan mereka ke SNBP PTN. Sebanyak 143 siswa memenuhi syarat SNBP, terdiri dari 101 siswa MIPA dan 41 siswa IPS. #newsupdate #update #news #videonews http://kum.pr/hnb66hluv6",2025-02-06T02:24:30.000Z,netral,ratus siswa sman karawang demo selasa kecewa guru anggap lalai daftar snbp ptn siswa penuh syarat snbp siswa mipa siswa ips newsupdate update news videonews
twitter,"Ngeliat masalah bbrp sekolah yg gagal ikut SNBP karena guru lalai telat masukin PDSS ini jadi inget, dulu angkatan gue itu angkatan pertama yg pake sistem PDSS.

Sekolah narikin per anak Rp50rb, katanya kasian buat biaya lembur staff yg input PDSS (pungli)",2025-02-06T02:22:41.000Z,positif,ngeliat bbrp sekolah yg gagal snbp guru lalai telat masukin pdss inget angkat gue angkat yg pake sistem pdss sekolah narikin anak rprb kasi biaya lembur staff yg input pdss pungli
twitter,"Jaman dulu, guru BK SMA ku juga cuma 1 dan urusan pendaftara PMDK ga pernah telat dan lalai. Ini mah gurunya aja yg aneh.",2025-02-06T02:11:08.000Z,positif,jaman guru bk sma ku urus pendaftara pmdk ga telat lalai mah guru aja yg aneh
twitter,Kabarnya tu guru lalai krn sibuk ngonten..,2025-02-06T01:58:00.000Z,positif,kabar tu guru lalai krn sibuk ngonten
twitter,"Siswa lalai ngerjakan PR dihukum, guru lalai melaksanakan tugas di.......?",2025-02-06T01:21:29.000Z,positif,siswa lalai ngerjakan pr hukum guru lalai laksana tugas
twitter,"si ibu guru itu tahu banget kalau dirinya 'cantik'... 

sehingga seluruh jagad harus tahu kalo dia itu cantik versi dia...demi pemasaran cantiknya, dia harus ngonten terus...

akhirnya LALAI deh thdp kewajiban dan tugasnya..",2025-02-06T00:14:10.000Z,positif,si guru banget cantik jagad kalo cantik versi adem pasar cantik ngonten lalai deh thdp wajib tugas
twitter,"makin kesini kuliat liat kok makin banyak aja masalah guru lalai soal snbp siswa ya, sbnrnya kriteria yang dicari dalam perekrutan guru skrg tuh apa sih",2025-02-06T00:11:54.000Z,positif,kesini liat liat aja guru lalai snbp siswa ya sbnrnya kriteria cari rekrut guru skrg tuh sih
twitter,Pihak guru yang lalai tidak memikirkan dampak psikologis dan masa depan para siswa. Stress berat Lo itu para siswa. Perjuangan tembus PTN itu sangat berat apalagi kuliah sampe Lulus.,2025-02-06T00:05:59.000Z,positif,guru lalai pikir dampak psikologis siswa stress berat lo siswa juang tembus ptn berat kuliah sampe lulus
twitter,"Waktu para Guru sukses mendidik anak murid sampai lulus,nggak ada yg lihat kebaikannya,bahkan sampai puluhan angkatan,sekali mereka lalai, Dunia menghujatnya sbg orang paling salah 
Iya, mereka emang salah di Kondisi ini tapi apakah guru sama dgn penjahat Narkoba?Astaghfirullah",2025-02-06T00:00:40.000Z,positif,guru sukses didik anak murid lulusnggak yg lihat kebaikannyabahkan puluh angkatansekali lalai dunia hujat sbg orang salah iya emang salah kondisi guru dgn jahat narkobaastaghfirullah
twitter,"mungkin ibu guru itu tahu kalau dirinya cantik.. 

jadi dia merasa bahwa seluruh jagad harus tahu kalau dia cantik...waktunya habis hanya utk memperkenalkan dirinya dgn membuat konten²..

akhirnya LALAI terhadap tugas dan kewajibannya..",2025-02-06T00:00:10.000Z,positif,guru cantik jagad cantikwaktunya habis utk kenal dgn konten lalai tugas wajib
twitter,"sakjiw anjir gurunya, bayangin lu udah belajar mati Matian dari kelas 10 dan berharap bisa ikut snbp tapi malah guru lu malah lalai kaya gini. ANJING https://x.com/tanyakanrl/sta/tanyakanrl/status/1886986908187632001…",2025-02-05T23:50:07.000Z,positif,sakjiw anjir guru bayangin lu udah ajar mati mati kelas harap snbp guru lu lalai kaya gin anjing
twitter,"Itu idealnya ya pak , kalo baca komen banyak yg di sekolah guru BK nya cuma 1 ada juga guru mapel lain ngrangkep BK
Di kasus ini memang mgkin belum ideal tp bukan brrti bisa ""lalai"" sampe nasib anak2 yg terancam,",2025-02-05T22:09:14.000Z,positif,ideal ya kalo baca komen yg sekolah guru bk nya guru mapel ngrangkep bk mgkin ideal tp brrti lalai sampe nasib anak yg ancam
twitter,"Ini yg mendatangkan banjir? Ingat wahai guru goblok. Kalian sudah lalai tidak hanya ke satu insan, tapi ratusan. Hidupmu tidak akan tenang.",2025-02-05T22:07:36.000Z,positif,yg banjir guru goblok lalai insan ratus hidup tenang
twitter,Tangkap san penjarakan guru2 yang lalai dan merusak masa depan satu angkatan murid2nya. Guru2 permpuan berikan kepada guru ngaji cabul.,2025-02-05T20:31:53.000Z,positif,tangkap san penjara guru lalai rusak angkat murid guru permpuan guru ngaji cabul
twitter,"Gw paham, lo ga suka guru dipukul rata sama kek yg lagi kasus. Tp tolonglah, dikasus ini, gurunya lalai parah.",2025-02-05T18:59:31.000Z,positif,gw paham lo ga suka guru pukul kek yg tp tolong kasus guru lalai parah
twitter,"nderrr gajih guru aja yg sekecil itu banyak yg sombong + lalai nderr gimana gajih gedee, udah jadi rahasia umum gajih guru kecill, klo misalnya mereka mereka yg muda masih mau jadi guru ya harusnya dari awall udah tau konsekuensi nya si nder",2025-02-05T18:47:32.000Z,positif,nderrr gajih guru aja yg yg sombong lalai nderr gimana gajih gedee udah rahasia gajih guru kecill klo yg muda guru ya awall udah tau konsekuensi nya si nder
